identifier,sp_in_embedding,sequence_source,sequence_length_used,major_group,cysteine_group
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_6_mka|Naja_naja,no,mature_seq_fallback,59,Plesiotypic,Plesiotypic
None|Nana_c3_dn_5|Naja_naja,no,mature_seq_fallback,68,Non-standard,Plesiotypic
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_3|Naja_naja,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|Nnaj_CM019151_1_np121212_gene_1_mRNA_1|Naja_naja,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
None|Nana_c3_dn_2|Naja_naja,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
None|Nana_c3_dn_3|Naja_naja,yes,full_seq,86,Plesiotypic,Plesiotypic
None|Nana_c3_dn_6|Naja_naja,no,mature_seq_fallback,65,Short-chain,Short-chain
None|Nana_c4_dn_1|Naja_naja,yes,full_seq,86,Plesiotypic,Plesiotypic
None|Nana_c3_dn_1|Naja_naja,yes,full_seq,82,Short-chain,Short-chain
None|Nana_c3_dn_4|Naja_naja,no,mature_seq_fallback,61,Short-chain,Short-chain
NCBI|Nnaj_CM019150_1_np121212_gene_1_mRNA_11|Naja_naja,no,mature_seq_fallback,71,Long-chain,Long-chain
P0DSN1,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|NAJMO_GIJF01002765.1_C269_63|Naja_nigricollis,no,mature_seq_fallback,69,Short-chain,Short-chain
NCBI|NAJNI_GIJG01001078.1_C500_294|Naja_nigricollis,no,mature_seq_fallback,69,Short-chain,Short-chain
NCBI|NAJNI_GIJG01001632.1_C398_189|Naja_nigricollis,no,mature_seq_fallback,70,Short-chain,Short-chain
NCBI|NAJNI_GIJG01001188.1_C432_220|Naja_nigricollis,no,mature_seq_fallback,71,Short-chain,Short-chain
NCBI|NAJNI_GIJG01001191.1_C479_237|Naja_nigricollis,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|NAJMO_GIJF01000822.1_C570_316|Naja_nigricollis,no,mature_seq_fallback,64,Short-chain,Short-chain
NCBI|NAJMO_GIJF01000694.1_C620_375|Naja_nigricollis,no,mature_seq_fallback,61,Short-chain,Short-chain
P01390,no,mature_seq_fallback,71,Long-chain,Long-chain
P01423,no,mature_seq_fallback,61,Short-chain,Short-chain
P01456,no,mature_seq_fallback,60,Short-chain,Short-chain
P01458,no,mature_seq_fallback,60,Short-chain,Short-chain
P01463,no,mature_seq_fallback,60,Short-chain,Short-chain
P25680,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|NAJNI_GIJH01000756.1_C445_239|Naja_nivea,no,mature_seq_fallback,69,Short-chain,Short-chain
NCBI|NAJNI_GIJH01000740.1_C512_282|Naja_nivea,no,mature_seq_fallback,76,Short-chain,Short-chain
NCBI|NAJNU_GIJI01001525.1_C450_190|Naja_nubiae,no,mature_seq_fallback,87,Non-standard,Non-standard
NCBI|NAJNU_GIJI01000015.1_C2405_2196|Naja_nubiae,no,mature_seq_fallback,70,Short-chain,Short-chain
NCBI|NAJNU_GIJI01001548.1_C448_212|Naja_nubiae,no,mature_seq_fallback,79,Short-chain,Short-chain
NCBI|NAJNU_GIJI01001829.1_C373_116|Naja_nubiae,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|NAJNU_GIJI01000526.1_C465_223|Naja_nubiae,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|NAJNU_GIJI01001024.1_C456_214|Naja_nubiae,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|NAJNU_GIJI01001285.1_C460_209|Naja_nubiae,no,mature_seq_fallback,63,Long-chain,Long-chain
P01382,no,mature_seq_fallback,73,Long-chain,Long-chain
P01441,no,mature_seq_fallback,60,Short-chain,Short-chain
P01451,no,mature_seq_fallback,60,Short-chain,Short-chain
P85520,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
Q9PS34,no,mature_seq_fallback,60,Short-chain,Short-chain
P01426,no,mature_seq_fallback,61,Short-chain,Short-chain
P01468,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|NAJPA_GIJJ01000770.1_C467_213|Naja_pallida,no,mature_seq_fallback,64,Short-chain,Short-chain
NCBI|NAJPA_GIJJ01001129.1_C372_115|Naja_pallida,no,mature_seq_fallback,65,Short-chain,Short-chain
NCBI|NAJPA_GIJJ01001759.1_C249_13|Naja_pallida,no,mature_seq_fallback,65,Short-chain,Short-chain
P60773,no,mature_seq_fallback,61,Short-chain,Short-chain
NCBI|NAJPH_GIJK01000704.1_C431_213|Naja_philippinensis,no,mature_seq_fallback,73,Short-chain,Short-chain
NCBI|NAJPH_GIJK01000105.1_C1082_864|Naja_philippinensis,no,mature_seq_fallback,73,Non-standard,Short-chain
NCBI|NAJPH_GIJK01000671.1_C406_203|Naja_philippinensis,no,mature_seq_fallback,68,Non-standard,Short-chain
NCBI|NAJPH_GIJK01001248.1_C249_16|Naja_philippinensis,no,mature_seq_fallback,77,Non-standard,Short-chain
P83345,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|NAJSI_GIJL01000963.1_C467_213|Naja_siamensis,no,mature_seq_fallback,64,Short-chain,Short-chain
NCBI|NAJSI_GIJL01002105.1_C250_44|Naja_siamensis,no,mature_seq_fallback,68,Long-chain,Long-chain
O42255,yes,full_seq,86,Plesiotypic,Plesiotypic
O42256,yes,full_seq,86,Plesiotypic,Plesiotypic
O42257,yes,full_seq,90,Long-chain,Long-chain
O57326,yes,full_seq,83,Short-chain,Short-chain
O57327,yes,full_seq,83,Short-chain,Short-chain
O73856,yes,full_seq,81,Short-chain,Short-chain
O93471,yes,full_seq,81,Short-chain,Short-chain
O93472,yes,full_seq,81,Non-standard,Non-standard
O93473,yes,full_seq,81,Short-chain,Short-chain
P60302,yes,full_seq,81,Short-chain,Short-chain
P60311,no,mature_seq_fallback,60,Short-chain,Short-chain
P60772,no,mature_seq_fallback,61,Short-chain,Short-chain
Q802B2,yes,full_seq,86,Plesiotypic,Plesiotypic
Q802B3,yes,full_seq,86,Plesiotypic,Plesiotypic
Q9PSN6,no,mature_seq_fallback,62,Short-chain,Short-chain
Q9W7I3,yes,full_seq,86,Plesiotypic,Plesiotypic
Q9YGJ5,yes,full_seq,83,Short-chain,Short-chain
Q9YGJ6,yes,full_seq,83,Short-chain,Short-chain
NCBI|NAJSU_GIJM01004954.1_C362_117|Naja_subfulva,no,mature_seq_fallback,61,Non-standard,Non-standard
NCBI|NAJSU_GIJM01003193.1_C499_266|Naja_subfulva,no,mature_seq_fallback,77,Short-chain,Short-chain
NCBI|NAJSU_GIJM01003678.1_C291_61|Naja_subfulva,no,mature_seq_fallback,56,Short-chain,Short-chain
NCBI|NAJSU_GIJM01004065.1_C446_207|Naja_subfulva,no,mature_seq_fallback,62,Short-chain,Short-chain
NCBI|NAJSU_GIJM01000709.1_C501_238|Naja_subfulva,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|NAJSU_GIJM01004310.1_C401_147|Naja_subfulva,no,mature_seq_fallback,64,Plesiotypic,Plesiotypic
NCBI|NAJSU_GIJM01002726.1_C453_214|Naja_subfulva,no,mature_seq_fallback,65,Short-chain,Short-chain
NCBI|NAJSU_GIJM01003176.1_C489_247|Naja_subfulva,no,mature_seq_fallback,60,Non-standard,Non-standard
NCBI|NAJSU_GIJM01003137.1_C418_212|Naja_subfulva,no,mature_seq_fallback,69,Short-chain,Short-chain
NCBI|NAJSU_GIJM01003258.1_C442_182|Naja_subfulva,no,mature_seq_fallback,66,Long-chain,Long-chain
NCBI|NAJSU_GIJM01003390.1_C487_248|Naja_subfulva,no,mature_seq_fallback,80,Long-chain,Long-chain
NCBI|NAJSU_GIJN01002005.1_C525_271|Naja_sumatrana,no,mature_seq_fallback,64,Plesiotypic,Plesiotypic
A8HDK0,yes,full_seq,81,Short-chain,Short-chain
P01384,yes,full_seq,94,Long-chain,Long-chain
A0A098LWU4,yes,full_seq,104,Plesiotypic,Plesiotypic
A0A098LWV3,yes,full_seq,88,Non-standard,Non-standard
A0A098LYB1,yes,full_seq,86,Plesiotypic,Plesiotypic
A8N285,yes,full_seq,93,Long-chain,Long-chain
A8N286,yes,full_seq,86,Short-chain,Short-chain
C5ILC5,yes,full_seq,93,Long-chain,Long-chain
P01386,no,mature_seq_fallback,73,Long-chain,Long-chain
P01387,no,mature_seq_fallback,73,Long-chain,Long-chain
P01412,yes,full_seq,83,Short-chain,Short-chain
P07526,no,mature_seq_fallback,73,Long-chain,Long-chain
P80156,no,mature_seq_fallback,72,Long-chain,Long-chain
P80965,no,mature_seq_fallback,72,Long-chain,Long-chain
P82662,yes,full_seq,91,Long-chain,Long-chain
P83302,no,mature_seq_fallback,57,Short-chain,Short-chain
Q2VBN0,yes,full_seq,86,Short-chain,Short-chain
Q2VBN1,yes,full_seq,86,Short-chain,Short-chain
Q2VBN2,yes,full_seq,86,Plesiotypic,Plesiotypic
Q2VBN3,yes,full_seq,83,Short-chain,Short-chain
Q2VBN4,yes,full_seq,84,Short-chain,Short-chain
Q2VBN5,yes,full_seq,84,Short-chain,Short-chain
Q2VBN7,yes,full_seq,84,Short-chain,Short-chain
Q2VBN8,yes,full_seq,84,Short-chain,Short-chain
Q2VBN9,yes,full_seq,78,Short-chain,Short-chain
Q2VBP0,yes,full_seq,78,Short-chain,Short-chain
Q2VBP2,yes,full_seq,78,Short-chain,Short-chain
Q2VBP3,yes,full_seq,94,Long-chain,Long-chain
Q2VBP4,yes,full_seq,91,Long-chain,Long-chain
Q2VBP5,yes,full_seq,93,Non-standard,Non-standard
Q2VBP6,yes,full_seq,94,Long-chain,Long-chain
Q2VBP8,yes,full_seq,94,Long-chain,Long-chain
Q53B46,yes,full_seq,84,Short-chain,Short-chain
Q53B47,yes,full_seq,78,Short-chain,Short-chain
Q53B48,yes,full_seq,78,Short-chain,Short-chain
Q53B49,yes,full_seq,86,Short-chain,Short-chain
Q53B50,yes,full_seq,77,Short-chain,Short-chain
Q53B52,yes,full_seq,78,Short-chain,Short-chain
Q53B53,no,mature_seq_fallback,70,Long-chain,Long-chain
Q53B54,no,mature_seq_fallback,72,Long-chain,Long-chain
Q53B55,yes,full_seq,94,Non-standard,Non-standard
Q53B56,yes,full_seq,91,Long-chain,Long-chain
Q53B57,yes,full_seq,91,Long-chain,Long-chain
Q53B58,yes,full_seq,93,Long-chain,Long-chain
Q53B59,yes,full_seq,91,Long-chain,Long-chain
Q53B61,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
Q69CJ8,yes,full_seq,83,Short-chain,Short-chain
Q69CK0,yes,full_seq,84,Short-chain,Short-chain
None|Oran_dn_10|Ornithorhynchus_anatinus,yes,full_seq,141,Ly-6,Ly-6
None|Oran6|Ornithorhynchus_anatinus,yes,full_seq,124,Ly-6,Ly-6
None|Oran9|Ornithorhynchus_anatinus,yes,full_seq,124,Ly-6,Ly-6
None|Oran_1|Ornithorhynchus_anatinus,yes,full_seq,122,Ly-6,Ly-6
None|Oran8|Ornithorhynchus_anatinus,yes,full_seq,155,Ly-6,Ly-6
None|Oran_dn5|Ornithorhynchus_anatinus,yes,full_seq,121,Ly-6,Ly-6
None|Oran1|Ornithorhynchus_anatinus,yes,full_seq,126,Ly-6,Ly-6
None|Oran_2|Ornithorhynchus_anatinus,no,mature_seq_fallback,95,Ly-6,Ly-6
None|Oran7|Ornithorhynchus_anatinus,yes,full_seq,121,Ly-6,Ly-6
None|Oran3|Ornithorhynchus_anatinus,yes,full_seq,124,Ly-6,Ly-6
None|Oran2|Ornithorhynchus_anatinus,yes,full_seq,131,Ly-6,Ly-6
None|Oran_dn4|Ornithorhynchus_anatinus,yes,full_seq,121,Ly-6,Ly-6
A0A193CHK9,yes,full_seq,108,Plesiotypic,Plesiotypic
C0HJD3,no,mature_seq_fallback,74,Plesiotypic,Plesiotypic
A7X4Q3,yes,full_seq,92,Long-chain,Long-chain
A7X4R0,yes,full_seq,92,Non-standard,Short-chain
A7X4R5,yes,full_seq,83,Short-chain,Short-chain
A7X4S0,yes,full_seq,83,Short-chain,Short-chain
A7X4S7,yes,full_seq,79,Short-chain,Short-chain
A7X4T2,yes,full_seq,81,Short-chain,Short-chain
A8HDK7,yes,full_seq,92,Long-chain,Long-chain
A8HDK8,yes,full_seq,92,Long-chain,Long-chain
A8HDK2,yes,full_seq,79,Short-chain,Short-chain
A8HDK9,yes,full_seq,92,Non-standard,Short-chain
P0CB06,no,mature_seq_fallback,62,Short-chain,Short-chain
Q45Z11,yes,full_seq,83,Short-chain,Short-chain
Q4VRI0,yes,full_seq,79,Short-chain,Short-chain
A0A098LYG6,yes,full_seq,85,Non-standard,Non-standard
A0A098LYH6,yes,full_seq,107,Plesiotypic,Plesiotypic
A0A098LYI5,yes,full_seq,77,Plesiotypic,Plesiotypic
A0A6P9C8Z9,yes,full_seq,89,Plesiotypic,Plesiotypic
NCBI|Pgut_NW_023011746_1_mka|Pantherophis_guttatus,no,mature_seq_fallback,63,Non-standard,Short-chain
NCBI|Pgut_NW_023031289_1_mka|Pantherophis_guttatus,no,mature_seq_fallback,61,Plesiotypic,Plesiotypic
H8PG61,yes,full_seq,81,Short-chain,Short-chain
H8PG65,yes,full_seq,81,Short-chain,Short-chain
H8PG67,yes,full_seq,104,Non-standard,Non-standard
H8PG68,yes,full_seq,103,Long-chain,Long-chain
A0A182C5S7,yes,full_seq,79,Non-standard,Non-standard
A0A182C5Y1,yes,full_seq,86,Non-standard,Non-standard
None|Phci_17|Phascolarctos_cinereus,no,mature_seq_fallback,117,Ly-6,Ly-6
None|Phci_8|Phascolarctos_cinereus,yes,full_seq,126,Ly-6,Ly-6
None|Phci_7|Phascolarctos_cinereus,yes,full_seq,121,Ly-6,Ly-6
None|Phci_14|Phascolarctos_cinereus,yes,full_seq,127,Ly-6,Ly-6
None|Phci_15|Phascolarctos_cinereus,yes,full_seq,138,Ly-6,Ly-6
None|Phci_16|Phascolarctos_cinereus,yes,full_seq,127,Ly-6,Ly-6
None|Phci_11|Phascolarctos_cinereus,no,mature_seq_fallback,104,Ly-6,Ly-6
None|Phci_13|Phascolarctos_cinereus,yes,full_seq,116,Ly-6,Ly-6
None|Phci_4|Phascolarctos_cinereus,yes,full_seq,121,Ly-6,Ly-6
None|Phci_6|Phascolarctos_cinereus,yes,full_seq,117,Ly-6,Ly-6
None|Phci_3|Phascolarctos_cinereus,yes,full_seq,137,Ly-6,Ly-6
None|Phci_5|Phascolarctos_cinereus,yes,full_seq,128,Ly-6,Ly-6
None|Phci_2|Phascolarctos_cinereus,yes,full_seq,113,Ly-6,Ly-6
None|Povi_7|Pogona_vitticeps,yes,full_seq,119,Ly-6,Ly-6
None|Povi_3|Pogona_vitticeps,yes,full_seq,134,Ly-6,Ly-6
None|Povi_1|Pogona_vitticeps,yes,full_seq,124,Ly-6,Ly-6
None|Povi_5|Pogona_vitticeps,no,mature_seq_fallback,107,Ly-6,Ly-6
None|Povi_6|Pogona_vitticeps,yes,full_seq,126,Ly-6,Ly-6
None|Povi_9|Pogona_vitticeps,yes,full_seq,104,Ly-6,Ly-6
None|Povi_11|Pogona_vitticeps,yes,full_seq,126,Ly-6,Ly-6
None|Povi_10|Pogona_vitticeps,yes,full_seq,98,Ly-6,Ly-6
None|Povi_4|Pogona_vitticeps,yes,full_seq,112,Ly-6,Pre-3FTx
None|Povi_12|Pogona_vitticeps,yes,full_seq,119,Ly-6,Ly-6
None|Povi_8|Pogona_vitticeps,no,mature_seq_fallback,103,Ly-6,Ly-6
U3T794,yes,full_seq,89,Non-standard,Non-standard
NCBI|PROMU_XM_015823117.1_32_274|Protobothrops_mucrosquamatus,yes,full_seq,82,Plesiotypic,Plesiotypic
None|Prmu_6|Protobothrops_mucrosquamatus,yes,full_seq,95,Ly-6,Non-standard
None|Prmu_5|Protobothrops_mucrosquamatus,no,mature_seq_fallback,107,Ly-6,Plesiotypic
None|Prmu_7|Protobothrops_mucrosquamatus,no,mature_seq_fallback,107,Ly-6,Plesiotypic
None|Prmu_2|Protobothrops_mucrosquamatus,yes,full_seq,79,Plesiotypic,Plesiotypic
None|Prmu_3|Protobothrops_mucrosquamatus,no,mature_seq_fallback,56,Non-standard,Non-standard
None|Prmu_4|Protobothrops_mucrosquamatus,yes,full_seq,82,Plesiotypic,Plesiotypic
NCBI|Protobothrops_mucrosquamatus_XP_015678608|Protobothrops_mucrosquamatus,yes,full_seq,89,Non-standard,Plesiotypic
A7X3M3,yes,full_seq,90,Non-standard,Non-standard
NCBI|PSASC_OL366270.1_1_258|Psammophis_schokari,yes,full_seq,86,Plesiotypic,Plesiotypic
NCBI|PSASC_OL366274.1_1_264|Psammophis_schokari,yes,full_seq,88,Plesiotypic,Plesiotypic
None|Psammophis_schokari_unigene221596|Psammophis_schokari,no,mature_seq_fallback,62,Plesiotypic,Plesiotypic
None|Psammophis_schokari_unigene36962|Psammophis_schokari,no,mature_seq_fallback,62,Plesiotypic,Plesiotypic
None|Psammophis_schokari_unigene503446|Psammophis_schokari,no,mature_seq_fallback,60,Plesiotypic,Plesiotypic
NCBI|PSASC_OL366271.1_1_249|Psammophis_schokari,yes,full_seq,87,Non-standard,Non-standard
None|Psammophis_schokari_unigene276500|Psammophis_schokari,no,mature_seq_fallback,66,Non-standard,Non-standard
NCBI|PSASU_OL439254.1_1_252|Psammophis_subtaeniatus,yes,full_seq,84,Non-standard,Plesiotypic
None|Psammophis_subtaeniatus_unigene107172|Psammophis_subtaeniatus,no,mature_seq_fallback,62,Non-standard,Plesiotypic
None|Psammophis_subtaeniatus_unigene33896|Psammophis_subtaeniatus,no,mature_seq_fallback,60,Plesiotypic,Plesiotypic
P14612,yes,full_seq,89,Non-standard,Long-chain
P25497,yes,full_seq,83,Short-chain,Short-chain
A8HDJ4,yes,full_seq,83,Short-chain,Short-chain
S6CB76,yes,full_seq,88,Long-chain,Long-chain
None|Pseudocerastes_urarachnoides_3FTx_05|Pseudocerastes_urarachnoides,yes,full_seq,88,Non-standard,Non-standard
None|Pseudocerastes_urarachnoides_3FTx_06|Pseudocerastes_urarachnoides,no,mature_seq_fallback,67,Non-standard,Non-standard
R4FIT0,yes,full_seq,95,Non-standard,Short-chain
R4FIT5,yes,full_seq,95,Long-chain,Long-chain
R4FIV9,yes,full_seq,79,Short-chain,Short-chain
R4FIW8,yes,full_seq,79,Short-chain,Short-chain
R4FK68,yes,full_seq,109,Long-chain,Long-chain
R4FK75,yes,full_seq,88,Long-chain,Long-chain
R4FK93,yes,full_seq,89,Non-standard,Short-chain
R4FKC0,yes,full_seq,79,Short-chain,Short-chain
R4G2J7,yes,full_seq,79,Non-standard,Non-standard
R4G2J9,yes,full_seq,79,Short-chain,Short-chain
R4G2K1,yes,full_seq,79,Short-chain,Short-chain
R4G2K2,yes,full_seq,79,Short-chain,Short-chain
R4G2K6,yes,full_seq,79,Short-chain,Short-chain
R4G319,yes,full_seq,88,Long-chain,Long-chain
R4G321,yes,full_seq,99,Non-standard,Short-chain
R4G326,yes,full_seq,79,Non-standard,Non-standard
R4G330,yes,full_seq,79,Short-chain,Short-chain
R4G7K5,yes,full_seq,79,Short-chain,Short-chain
R4G7K6,yes,full_seq,79,Non-standard,Non-standard
A8HDK1,yes,full_seq,79,Short-chain,Short-chain
A8HDK6,yes,full_seq,89,Non-standard,Short-chain
P13495,no,mature_seq_fallback,71,Long-chain,Long-chain
Q9W7J5,yes,full_seq,103,Long-chain,Long-chain
Q9W7J6,yes,full_seq,79,Short-chain,Short-chain
Q9W7J7,yes,full_seq,79,Short-chain,Short-chain
Q9W7J9,yes,full_seq,79,Non-standard,Non-standard
Q9W7K0,yes,full_seq,79,Short-chain,Short-chain
Q9W7K1,yes,full_seq,79,Short-chain,Short-chain
Q9W7K2,yes,full_seq,79,Short-chain,Short-chain
NCBI|Pste_9|Pseudonaja_textilis,yes,full_seq,109,Ly-6,Plesiotypic
NCBI|Pste_4|Pseudonaja_textilis,yes,full_seq,132,Ly-6,Plesiotypic
NCBI|Pste_2|Pseudonaja_textilis,yes,full_seq,139,Ly-6,Plesiotypic
NCBI|Pste_5|Pseudonaja_textilis,yes,full_seq,130,Ly-6,Plesiotypic
NCBI|Pste_6|Pseudonaja_textilis,yes,full_seq,127,Ly-6,Plesiotypic
NCBI|Pste_7|Pseudonaja_textilis,yes,full_seq,104,Ly-6,Plesiotypic
NCBI|Pste_8|Pseudonaja_textilis,yes,full_seq,127,Ly-6,Plesiotypic
NCBI|Pste_3|Pseudonaja_textilis,yes,full_seq,128,Ly-6,Plesiotypic
NCBI|PSETE_GDAD01000072.1_272_508|Pseudonaja_textilis,no,mature_seq_fallback,58,Short-chain,Short-chain
NCBI|PSETE_GDAD01000079.1_272_508|Pseudonaja_textilis,no,mature_seq_fallback,58,Short-chain,Short-chain
NCBI|PSETE_GDAD01000185.1_103_345|Pseudonaja_textilis,no,mature_seq_fallback,60,Short-chain,Short-chain
NCBI|PSETE_GDAD01000187.1_103_339|Pseudonaja_textilis,no,mature_seq_fallback,58,Non-standard,Non-standard
NCBI|Pste_s337_1|Pseudonaja_textilis,yes,full_seq,86,Plesiotypic,Plesiotypic
NCBI|PSETE_XM_026716000.1_90_335|Pseudonaja_textilis,yes,full_seq,83,Short-chain,Short-chain
NCBI|Pste1|Pseudonaja_textilis,yes,full_seq,83,Short-chain,Short-chain
NCBI|PSETE_GDAD01001328.1_69_296|Pseudonaja_textilis,no,mature_seq_fallback,76,Non-standard,Long-chain
None|Pybi_3|Python_bivittatus,yes,full_seq,124,Ly-6,Plesiotypic
None|Pybi_1|Python_bivittatus,yes,full_seq,121,Ly-6,Plesiotypic
None|Pybi_2|Python_bivittatus,no,mature_seq_fallback,107,Ly-6,Plesiotypic
NCBI|Pbiv_NW_006541926_1_gene_1_mRNA_1|Python_bivittatus,no,mature_seq_fallback,75,Non-standard,Plesiotypic
NCBI|Pbiv_NW_006543148_1_gene_1_mRNA_1|Python_bivittatus,no,mature_seq_fallback,68,Non-standard,Plesiotypic
A0A098LWQ5,yes,full_seq,82,Non-standard,Plesiotypic
A0A098LY55,yes,full_seq,86,Plesiotypic,Plesiotypic
A0A098LY61,yes,full_seq,84,Non-standard,Non-standard
A0A098LY67,yes,full_seq,93,Plesiotypic,Plesiotypic
NCBI|RHASU_OL439258.1_1_255|Rhabdophis_subminiatus,yes,full_seq,86,Non-standard,Non-standard
NCBI|RHASU_OL439256.1_49_252|Rhabdophis_subminiatus,yes,full_seq,85,Non-standard,Non-standard
None|Rhabdophis_subminiatus_unigene144234|Rhabdophis_subminiatus,no,mature_seq_fallback,65,Non-standard,Non-standard
None|Rhabdophis_subminiatus_unigene61055|Rhabdophis_subminiatus,no,mature_seq_fallback,65,Non-standard,Non-standard
NCBI|RHASU_OL439257.1_1_264|Rhabdophis_subminiatus,yes,full_seq,88,Plesiotypic,Plesiotypic
NCBI|RHASU_OL439259.1_1_258|Rhabdophis_subminiatus,yes,full_seq,86,Plesiotypic,Plesiotypic
NCBI|RHASU_OL439262.1_1_264|Rhabdophis_subminiatus,yes,full_seq,89,Non-standard,Plesiotypic
NCBI|RHASU_OL439263.1_1_264|Rhabdophis_subminiatus,yes,full_seq,88,Plesiotypic,Plesiotypic
None|Rhabdophis_subminiatus_unigene52075|Rhabdophis_subminiatus,no,mature_seq_fallback,64,Plesiotypic,Plesiotypic
None|Rhabdophis_subminiatus_unigene76486|Rhabdophis_subminiatus,no,mature_seq_fallback,66,Non-standard,Plesiotypic
None|Rhabdophis_subminiatus_unigene76489|Rhabdophis_subminiatus,no,mature_seq_fallback,66,Plesiotypic,Plesiotypic
A5X2W6,yes,full_seq,88,Non-standard,Non-standard
A5X2W7,yes,full_seq,85,Plesiotypic,Plesiotypic
A5X2W8,yes,full_seq,89,Plesiotypic,Plesiotypic
A5X2W9,yes,full_seq,86,Plesiotypic,Plesiotypic
A5X2X0,yes,full_seq,85,Plesiotypic,Plesiotypic
B4Y143,yes,full_seq,85,Plesiotypic,Plesiotypic
A0A346CI88,no,mature_seq_fallback,67,Non-standard,Non-standard
A0A346CI89,no,mature_seq_fallback,63,Non-standard,Non-standard
A0A346CI93,no,mature_seq_fallback,77,Plesiotypic,Plesiotypic
A0A346CI94,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
A0A346CI95,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
A0A346CIA0,no,mature_seq_fallback,77,Plesiotypic,Plesiotypic
A0A346CIA9,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
A0A346CIB0,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
A0A346CIB1,no,mature_seq_fallback,77,Plesiotypic,Plesiotypic
A0A346CIB2,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
A0A346CIB4,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
A0A346CIB5,no,mature_seq_fallback,73,Plesiotypic,Plesiotypic
A0A346CIB7,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002418.1_1_255|Tantilla_nigriceps,no,mature_seq_fallback,64,Non-standard,Non-standard
NCBI|TANNI_GJFV01002409.1_1_333|Tantilla_nigriceps,no,mature_seq_fallback,92,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002407.1_1_318|Tantilla_nigriceps,no,mature_seq_fallback,87,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002408.1_1_327|Tantilla_nigriceps,no,mature_seq_fallback,90,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002410.1_1_321|Tantilla_nigriceps,no,mature_seq_fallback,88,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002438.1_1_327|Tantilla_nigriceps,no,mature_seq_fallback,90,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002419.1_1_255|Tantilla_nigriceps,no,mature_seq_fallback,64,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002420.1_1_258|Tantilla_nigriceps,no,mature_seq_fallback,65,Plesiotypic,Plesiotypic
NCBI|TANNI_GJFV01002421.1_70_255|Tantilla_nigriceps,no,mature_seq_fallback,62,Plesiotypic,Plesiotypic
A7X3N6,yes,full_seq,84,Non-standard,Non-standard
A7X3S5,yes,full_seq,92,Non-standard,Non-standard
A7X3S8,yes,full_seq,92,Non-standard,Plesiotypic
A7X3V0,yes,full_seq,111,Plesiotypic,Plesiotypic
NCBI|THAST_JK264299.1_33_284|Thamnodynastes_strigatus,no,mature_seq_fallback,63,Plesiotypic,Plesiotypic
NCBI|Tele_rna_XM_032222667_1_mka|Thamnophis_elegans,yes,full_seq,86,Non-standard,Short-chain
NCBI|Tele_NC_045548_1_gene_1_mRNA_15_mka|Thamnophis_elegans,no,mature_seq_fallback,61,Non-standard,Short-chain
NCBI|THAEL_XR_004255865.1_31_267|Thamnophis_elegans,no,mature_seq_fallback,58,Non-standard,Short-chain
NCBI|Tele_NC_045548_1_gene_1_mRNA_11_mka|Thamnophis_elegans,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_13_mka|Thamnophis_elegans,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_4_mka|Thamnophis_elegans,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_6_mka|Thamnophis_elegans,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|Tele_NC_045548_1_gene_1_mRNA_8_mka|Thamnophis_elegans,no,mature_seq_fallback,67,Plesiotypic,Plesiotypic
NCBI|THAEL_XM_032222341.1_64_258|Thamnophis_elegans,yes,full_seq,86,Non-standard,Non-standard
